Advent {prop} (season before Christmas)	 :: [Bokmål] advent {m}; [Nynorsk] advent {f}
Advent calendar {n} (calendar used to count down the days of Advent)	 :: [Bokmål] adventskalender {m}, julekalender {m}; [Nynorsk] adventskalender {m}, julekalender {m}
adventurous {adj} (full of hazard)	 :: [Bokmål] eventyrlig; [Nynorsk] eventyrleg
adventurous {adj} (inclined to adventure)	 :: eventyrlysten
adverb {n} (lexical category)	 :: [Bokmål] adverb {n}; [Nynorsk] adverb {n}
adversary {n} (opponent)	 :: motstander {m}, opponent {m}
adverse {adj} (opposite)	 :: motstående
adverse {adj} (unfavourable)	 :: ugunstig, uhensiktsmessig
adversity {n} (adverse event)	 :: motgang {m}
adversity {n} (state of being adverse)	 :: motgang {m}
advertisement {n} (commercial solicitation)	 :: reklame annonse
advice {n} (opinion recommended or offered, as worthy to be followed; counsel)	 :: råd {n}
advisatory {adj} (advisory) SEE: advisory	 ::
advise {v} (to give advice to; to offer an opinion; to counsel; to warn)	 :: råde
advisor {n} (one who offers advice)	 :: rådgiver {m}, veileder {m}
advocacy {n} (the act of arguing in favour of, or supporting something)	 :: [Bokmål] forsvar
advocate {n}	 :: advokat
adware {n} (software application)	 :: reklameprogram {n}
Adygei {prop} (Adygei) SEE: Adyghe	 ::
Aegean {prop} (Aegean Sea) SEE: Aegean Sea	 ::
Aegidius {prop} (male given name)	 :: Aegidius
aerial {n} (device for receiving or transmitting)	 :: [Bokmål] antenne {m} {f}; [Nynorsk] antenne {f}
aerodynamics {n} (The science of the dynamics of bodies moving relative to gases)	 :: [Bokmål] aerodynamikk {m}; [Nynorsk] aerodynamikk {m}
aeroembolism {n} (condition) SEE: air embolism	 ::
aeroplane {n} (airplane) SEE: airplane	 ::
aerothorax {n} (pneumothorax) SEE: pneumothorax	 ::
aesir {n} (Æsir) SEE: Æsir	 ::
Aesop {prop} (ancient Greek author)	 :: Æsop {m}
aesthetic {n} (the study of art or beauty) SEE: aesthetics	 ::
aesthetics {n} (study or philosophy of beauty)	 :: [Bokmål] estetikk {m}; [Nynorsk] estetikk {m}
aetiology {n} (study of causes or origins)	 :: etiologi
Afar {prop} (language)	 :: afar, afarsk; [Nynorsk] afar
affable {adj} (friendly, courteous, sociable)	 :: hyggelig, vennlig
affable {adj} (mild; benign)	 :: velvillig, hyggelig
affect {n} (psychology: feeling in response to a stimulus)	 :: affekt {m}
affect {v} (to infect or harm)	 :: affektere
affect {v} (to influence or alter)	 :: influere; [Bokmål] påvirke
affect {v} (to move to emotion)	 :: affektere
affection {n}	 :: affeksjon
affiliate {v} (to adopt) SEE: adopt	 ::
affirmance {n} (affirmation) SEE: affirmation	 ::
affirmative {n} (An answer that shows agreement or acceptance)	 :: bekreftes, tiltredes (archaic)
affirmative action {n} (advantaging minority groups who have traditionally been discriminated) SEE: reverse discrimination	 ::
affix {n} (linguistics: a bound morpheme added to a word’s stem)	 :: affiks
affixoid {n} (regular word that also works as an affix)	 :: affiksoid
affluent {n} (tributary) SEE: tributary	 ::
afford {v} (to incur, stand, or bear)	 :: tåle, ha råd til
afford {v} (to offer, provide, or supply)	 :: skaffe
Afghan {adj} (pertaining to Afghanistan)	 :: [Bokmål] afghansk; [Nynorsk] afghansk
Afghan {n} (Afghan hound)	 :: [Bokmål] afghaner {m}; [Nynorsk] afghanar {m}
Afghan {n} (person from Afghanistan)	 :: [Bokmål] afghaner {m}; [Nynorsk] afghanar {m}
Afghan {prop} (Pashto language)	 :: [Bokmål] afghansk {m}; [Nynorsk] afghansk {m}
Afghan hound {n} (Afghan Hound) SEE: Afghan Hound	 ::
Afghan Hound {n} (Afghan Hound)	 :: [Bokmål] afghansk mynde {m}
Afghani {adj} (relating to Afghanistan) SEE: Afghan	 ::
Afghani {n} (citizen or native of Afghanistan) SEE: Afghan	 ::
Afghani {n} (money) SEE: afghani	 ::
Afghanistan {prop} (country)	 :: Afghanistan; [Nynorsk] Afghanistan
a-fib {n} (atrial fibrillation) SEE: afib	 ::
afraid {adj} (colloquially, express sorrow)	 :: redd
afraid {adj} (impressed with fear or apprehension; in fear; apprehensive)	 :: redd, engstelig
Africa-Eurasia {prop} (Afro-Eurasia) SEE: Afro-Eurasia	 ::
African {adj} (of, or pertaining to Africa)	 :: afrikansk
African {n} (a native of Africa)	 :: [Bokmål] afrikaner {m}; [Nynorsk] afrikanar {m}
African American {adj} (African-American) SEE: African-American	 ::
African American {n} (African-American) SEE: African-American	 ::
African elephant {n} (Loxodonta africana or Loxodonta cyclotis found in Africa)	 :: afrikansk elefant {m}
Africanist {n} (a specialist in African studies)	 :: afrikanist {m}
African wild dog {n} (Lycaon pictus) SEE: African hunting dog	 ::
Afrikaans {prop} (language)	 :: afrikaans; [Nynorsk] afrikaans
Afrikaner {n} (breed of cattle) SEE: Afrikander	 ::
aftcastle {n} (raised part of the upper deck) SEE: poop deck	 ::
after {adv} (behind; later in time; following)	 :: senere, etterpå, etter
after {conj} (Signifies that the action of its clause takes place before the action of the other clause)	 :: etter
after {prep} (as a result of)	 :: etter at
after {prep} (behind)	 :: etter, bak
after {prep} (in allusion to, in imitation of; following or referencing)	 :: etter
after {prep} (in pursuit of, seeking)	 :: etter
after {prep} (in spite of)	 :: etter
after {prep} (next in importance or rank)	 :: etter
after {prep} (subsequently; following in time; later than)	 :: etter
afterbirth {n} (material expelled after childbirth)	 :: [Bokmål] etterbyrd {m}
after-effect {n} (after-effect) SEE: aftereffect	 ::
aftereffect {n} (any delayed effect)	 :: [Bokmål] ettervirkning {m} {f}
afterfeather {n} (downy lower barbs of a feather) SEE: hyporachis	 ::
afterglow {n} (afterparty) SEE: afterparty	 ::
aftergrowth {n} (second growth, figuratively)	 :: ettervekst {m}
aftergrowth {n} (second growth, seen in plants)	 :: ettervekst {m}
afternoon {n} (part of the day between noon and evening)	 :: ettermiddag {m}
afterwards {adv} (at a later or succeeding time)	 :: etter, etterpå, i etterkant, derpå, senere, deretter
afterword {n} (an epilogue)	 :: etterord
again {adv} (another time)	 :: igjen
against {prep}	 :: imot, mot
against {prep} (in a contrary direction to)	 :: mot
against {prep} (in opposition to)	 :: mot, imot
against all odds {prep} (despite seemingly insurmountable opposition or probability)	 :: mot alle odds
Agatha {prop} (female given name)	 :: Ågot
age {n} (century) SEE: century	 ::
age {v} (intransitive: become old)	 :: [Bokmål] eldes; [Nynorsk] eldast
age {v} (transitive: cause to grow old)	 :: [Bokmål] aldre
aged care {n} (eldercare) SEE: eldercare	 ::
agency {n} (agent) SEE: agent	 ::
agency {n} (place of business of an agent)	 :: [Bokmål] byrå
agenda {n} (list of matters to be taken up)	 :: agenda {m}
agenda {n} (temporally organized plan)	 :: agenda {m}
agent {n} (one who acts in place of another)	 :: agent {m}
age of consent {n} (an age at which one is legally mature enough to have sex)	 :: seksuell lavalder {m}
Age of Enlightenment {prop} (period of history)	 :: [Bokmål] opplysningstid {m} {f}; [Nynorsk] opplysingstid {f}
age of majority {n} (age at which the rights and privileges of an adult are legally granted)	 :: [Bokmål] myndighetsalder {m}; [Nynorsk] myndig alder {m}, myndigalder {m}
age-reversal {n} (a therapy or process which reversees the physiological aging process)	 :: aldersreversering {f}
aggravate {v} (To make worse, or more severe)	 :: [Bokmål] forverre; [Nynorsk] forverre
aggression {n} (act of initiating hostilities or invasion)	 :: [Bokmål] aggresjon
aggressive {adj} (tending or disposed to aggress)	 :: aggressiv
agile {adj} (having the faculty of quick motion in the limbs)	 :: behendig, ledig, smidig, sprek
agility {n} (quality of being agile)	 :: smidighet {m}, spenst {m}
aglet {n} (catkin) SEE: catkin	 ::
aglet {n} (cover of a shoelace) SEE: aiglet	 ::
agnathic {adj} (agnathous) SEE: agnathous	 ::
Agnes {prop} (female given name)	 :: Agnes
ago {prep} (past; gone by; since)	 :: siden
agoraphobia {n} (fear of open spaces)	 :: agorafobi
agree {v}	 :: overensstemme
agree {v} (to yield assent, to accede)	 :: jatte
agreeable {adj} (pleasing)	 :: behagelig {n}
agreement {n} (an understanding to follow a course of conduct)	 :: avtale {m}, samtykke {n}; [Bokmål] overenskomst {m}
agreement {n} (grammatical agreement)	 :: kongruens {m}
agreement {n} (legally binding contract enforceable in a court of law)	 :: avtale {m}
agreement {n} (state whereby several parties share a view or opinion)	 :: enighet {m}, overensstemmelse {m}
agriculture {n} (the art or science of cultivating the ground)	 :: landbruk {n}, jordbruk {n}
ague {n} (malaria) SEE: malaria	 ::
aha {interj} (exclamation of understanding, realization, invention, or recognition)	 :: aha
Ahasuerus {prop} (biblical king of Persia)	 :: Xerxes
ahorse {adv} (on the back of a horse) SEE: horseback	 ::
ahorseback {adv} (on the back of a horse) SEE: horseback	 ::
aid {n} (aide-de-camp) SEE: aide-de-camp	 ::
aid {n} (something which helps; a material source of help)	 :: [Bokmål] hjelpemiddel {n}; [Nynorsk] hjelpemiddel {n}
aide {n} (assistant) SEE: assistant	 ::
aide {n} (military: officer who acts as an assistant to a more senior one) SEE: aide-de-camp	 ::
aide-de-camp {n} (military officer)	 :: [Bokmål] adjutant {m}
AIDS {n} (acquired immune deficiency syndrome)	 :: AIDS
aileron {n} (Hinged part on trailing edge of airplane wing)	 :: balanseror {n}
Ainu {prop} (language)	 :: ainu-språk
air {n} (mixture of gases making up the atmosphere of the Earth)	 :: [Bokmål] luft {m} {f}; [Nynorsk] luft {f}
air base {n} (airbase) SEE: airbase	 ::
air bladder {n} (swim bladder) SEE: swim bladder	 ::
air-conditioned {adj} (equipped with air-conditioning)	 :: [Bokmål] klimatisert, luftkondisjonert; [Nynorsk] klimatisert, luftkondisjonert
aircraft {n} (machine capable of atmospheric flight)	 :: [Bokmål] luftfartøy {n}; [Nynorsk] luftfartøy {n}
aircraft carrier {n} (warship for launching aircraft)	 :: [Bokmål] hangarskip {n}; [Nynorsk] hangarskip {n}
airer {n} (clotheshorse) SEE: clotheshorse	 ::
airfoil {n} (wing of an aircraft) SEE: wing	 ::
air force {n} (branch of the military devoted to air warfare)	 :: [Bokmål] flyvåpen {n}, luftforsvar {n}; [Nynorsk] flyvåpen {n}, luftforsvar {n}
air force {n}	 :: flyvåpen
airily {adv} (in an airy manner)	 :: lettbent
airing {n} (exposure to warm or fresh air)	 :: luftetur {m}
airline {n} (company that flies airplanes)	 :: flyselskap
airplane {n} (powered aircraft)	 :: [Bokmål] fly {n}; [Nynorsk] fly {n}
airport {n} (a place designated for airplanes)	 :: flyplass {m}
air resistance {n} (Friction that slows things moving through air)	 :: [Bokmål] luftmotstand {m}; [Nynorsk] luftmotstand {m}
airship {n} (self-propelled lighter-than-air aircraft that can be steered) SEE: dirigible	 ::
airstrip {n} (an aircraft landing field)	 :: [Bokmål] flystripe {m} {f}; [Nynorsk] flystripe {f}
airwaves {n} (radio wave) SEE: radio wave	 ::
airway {n} (trachea) SEE: trachea	 ::
airway {n} (windpipe) SEE: windpipe	 ::
airworthiness {n}	 :: [Nynorsk] flygedyktigheit {f}, flygeførheit {f}
airworthiness {n} (the state of being airworthy)	 :: [Bokmål] flydyktighet {c}, flygedyktighet {c}, flyvedyktighet {c}; [Nynorsk] flygedyktig {f}, flygefør
airworthy {adj} (being able to fly)	 :: [Bokmål] flydyktig, flygedyktig, flyvedyktig; [Nynorsk] flygedyktig, flygefør
airworthy {adj} (meeting standards for safe flight)	 :: [Bokmål] flydyktig, flygedyktig, flyvedyktig; [Nynorsk] flygedyktig
ajar {adj} (slightly turned or opened)	 :: på gløtt
a journey of a thousand miles begins with a single step {proverb} (a journey of a thousand miles begins with a single step)	 :: en vandring på tusen mil starter med ett enkelt skritt
Akan {prop} (language group spoken in Ghana)	 :: akan
Akan {prop} (Niger-Congo language)	 :: akan, akansk; [Nynorsk] akan, akansk
akinetic {adj} (akinesic) SEE: akinesic	 ::
Akkadian {prop} (Semitic language)	 :: akkadisk
al {n} (Indian mulberry) SEE: Indian mulberry	 ::
alabaster {n} (variety of gypsum)	 :: [Bokmål] alabast {m}; [Nynorsk] alabast {m}
Al-Andalus {prop} (Islamic Spain)	 :: Al-Andalus
alas {interj} (exclamation of sorrow, etc.)	 :: akk
Alaska {prop} (US state)	 :: Alaska
alated {adj} (alate) SEE: alate	 ::
Alban {prop} (male given name)	 :: Alban
Albania {prop} (Caucasian Albania) SEE: Caucasian Albania	 ::
Albania {prop} (country in south-eastern Europe)	 :: Albania
Albanian {adj} (Of or pertaining to Albania)	 :: [Bokmål] albansk; [Nynorsk] albansk
Albanian {n} (Person from Albania)	 :: [Bokmål] albaner {m}; [Nynorsk] alban {m}, albanar {m}
Albanian {prop} (language)	 :: [Bokmål] albansk {m}; [Nynorsk] albansk {m}
albatross {n} (seabird)	 :: [Bokmål] albatross {m}; [Nynorsk] albatross {m}
albeit {conj} (despite its being; although)	 :: selv om, om enn
Albert {prop} (male given name)	 :: Albert
Alberta {prop} (province)	 :: Alberta
Albin {prop} (male given name)	 :: Albin
albinism {n} (lack of melanin pigmentation)	 :: albinisme {m}
albino {adj} (congenitally lacking melanin)	 :: [Bokmål] albino
albino {n} (one congenitally lacking melanin)	 :: [Bokmål] albino
albinoism {n} (albinism) SEE: albinism	 ::
albumen {n} (white part of an egg)	 :: [Bokmål] eggehvite {m} {f}, eggekvite {m} {f}; [Nynorsk] eggekvite {f}
albumenoid {n} (albuminoid) SEE: albuminoid	 ::
alburnum {n} (sapwood) SEE: sapwood	 ::
alchemist {n} (one who practices alchemy)	 :: alkymist {c}
alchemy {n} (ancient chemistry)	 :: [Bokmål] alkymi {m}; [Nynorsk] alkymi {m}
alcohol {n} (intoxicating beverage)	 :: [Bokmål] alkohol {m}; [Nynorsk] alkohol {m}
alcohol {n} (organic chemistry sense)	 :: [Bokmål] alkohol {m}; [Nynorsk] alkohol {m}
alcohol abuse {n} (abuse caused by excessive drinking of alcohol)	 :: [Bokmål] alkoholmisbruk {m} {n}; [Nynorsk] alkoholmisbruk {m} {n}
Alcoholics Anonymous {prop} (proper noun)	 :: Anonyme Alkoholikere
aldehyde {n} (organic compound of the general formula R·CHO)	 :: [Bokmål] aldehyd {n}; [Nynorsk] aldehyd {n}
alder {n} (any tree or shrub of the genus Alnus)	 :: or {c}, older {m} {f}, older {m} {f}
aldose {n} (any of a class of monosaccharides)	 :: aldose {m}
ale {n} (intoxicating liquor)	 :: ale
Alejandro {prop} (cognates of Alejandro) SEE: Alexander	 ::
alert {adj} (attentive)	 :: oppmerksom, våken
alert {n} (an alarm)	 :: alarm {m}
alert {n} (a notification)	 :: advarsel {m}, varsel {n}
alert {v} (to give warning to)	 :: varsle
Aletta {prop} (female given name)	 :: Alette
Alex {prop} (male given name) SEE: Alexius	 ::
Alexander {prop} (male given name)	 :: Alexander, Aleksander
Alexandra {prop} (female given name)	 :: Alexandra
Alexandroupoli {prop} (city)	 :: [Nynorsk] Alexandroúpoli
Alfred {prop} (Male given name)	 :: Alfred
alga {n} (any of many aquatic photosynthetic organisms)	 :: [Bokmål] alge {m}; [Nynorsk] alge {m}
algae {n} (plural of alga)	 :: [Bokmål] alger {p}; [Nynorsk] algar {p}
algebra {n} (system for computation)	 :: algebra
algebra {n} (universal algebra) SEE: universal algebra	 ::
Algeria {prop} (country)	 :: Algerie
Algerian {adj} (of Algeria or its people)	 :: [Bokmål] algerisk; [Nynorsk] algerisk
Algerian {n} (person from Algeria)	 :: [Bokmål] algerier {m}; [Nynorsk] algeriar {m}
algorithm {n} (well-defined procedure)	 :: algoritme {m}
alibi {n} (criminal legal defense)	 :: alibi
Alice {prop} (female given name)	 :: Alice
alien {adj} (Pertaining to an alien)	 :: utenomjordisk {m}
alien {n} (life form of non-Earth origin)	 :: romvesen
alienate {v} (To convey or transfer)	 :: fremmedgjøre
alienate {v} (To estrange)	 :: fremmedgjøre
alienist {n} (psychiatrist) SEE: psychiatrist	 ::
alienist {n} (psychologist) SEE: psychologist	 ::
alimentary canal {n} (digestive tract) SEE: digestive tract	 ::
aline {v} (adhere oneself with a group or a way of thinking) SEE: align	 ::
aline {v} (adjust or form to a line) SEE: align	 ::
aline {v} (form in line, fall into line) SEE: align	 ::
a little bird told me {phrase} (idiomatic)	 :: en liten fugl hvisket meg i øret, en liten fugl sa det
Al Jazeera {prop} (Arabic satellite TV news channel)	 :: Al-Jazeera
alkaline earth metal {n} (any element of group II of the periodic table)	 :: [Bokmål] jordalkalimetall {n}; [Nynorsk] jordalkalimetall {n}
alkalinity {n} (state of being alkaline)	 :: alkalitet, alkalinitet
alkane {n} (saturated hydrocarbon of formula CnH2n+2)	 :: [Bokmål] alkan {n}; [Nynorsk] alkan {n}
alkene {n} (unsaturated aliphatic hydrocarbon with one or more carbon–carbon double bonds)	 :: alken {n}
alkyne {n} (hydrocarbon containing at least one carbon-carbon triple bond)	 :: alkyn
all {adv}	 :: helt
all {determiner} (every individual of the given class)	 :: alle
all {determiner} (everyone) SEE: everyone	 ::
all {determiner} (everything) SEE: everything	 ::
all {determiner} (throughout the whole of (a stated period of time))	 :: hele
all {n} (everything possible)	 :: alt
Allah {prop} (God, in Islam)	 :: Allah {m}
all and sundry {pron}	 :: [Bokmål] alle og enhver, Gud og hvermann
allative case {n} (case used to indicate movement onto, or to the adjacency of something)	 :: allativ; [Nynorsk] allativ
all cats are gray at night {proverb} (all cats are grey in the dark) SEE: all cats are grey in the dark	 ::
all cats are grey in the dark {proverb} (proverb)	 :: i mørket er alle katter grå
allegedly {adv} (according to someone's allegation)	 :: angivelig, visstnok
allegement {n} (allegation) SEE: allegation	 ::
allegorically {adv} (in an allegorical manner)	 :: allegorisk
allegory {n} (communication using such representation)	 :: allegori {m}
allegory {n} (symbolic representation)	 :: allegori {m}
allegory {n} (the representation of abstract principles)	 :: allegori {m}
allegretto {adv} (musical direction)	 :: allegretto
allelomorph {n} (allele) SEE: allele	 ::
allergologist {n} (physician) SEE: allergist	 ::
allergy {n} (disorder of the immune system)	 :: [Bokmål] allergi {m}; [Nynorsk] allergi {m}
alley {n} (narrow street)	 :: allé {m}, strede {n}
All Fools' Day {n} (April Fools' Day) SEE: April Fools' Day	 ::
alliance {n} (state of being allied)	 :: [Bokmål] forbund {n}; [Nynorsk] forbund {n}
alligator {n} (large amphibious reptile of genus Alligator)	 :: [Bokmål] alligator {m}; [Nynorsk] alligator {m}
all of a sudden {adv} (colloquial: suddenly)	 :: plutselig
all of the sudden {adv} (all of a sudden) SEE: all of a sudden	 ::
allotypical {adj} (allotypic) SEE: allotypic	 ::
allowance {n} (a child's allowance; pocket money) SEE: pocket money	 ::
allowedly {adv} (admittedly) SEE: admittedly	 ::
alloy {n} (metal combined of more elements)	 :: [Bokmål] legering {m} {f}; [Nynorsk] legering {f}
alloy wheel {n} (mag wheel) SEE: mag wheel	 ::
all right {adj}	 :: ålreit, ok
all right {adj} (good)	 :: ålreit
all right {interj}	 :: ålreit, ok
all rights reserved {phrase} (copyright notice formula)	 :: alle rettigheter er forbeholdt
all roads lead to Rome {proverb} (different paths to the same goal)	 :: alle veier fører til Rom
allspice {n} (spice)	 :: [Bokmål] allehånde {m}; [Nynorsk] allehande {m}
all's well that ends well {proverb} (even though something may have problems, it is all right ...)	 :: når enden er god er allting godt
all that glitters is not gold {proverb} (things that appear valuable or worthwhile might not actually be so)	 :: det er ikke gull alt som glimrer
all the same {adv} (anyway; nevertheless; nonetheless)	 :: likevel, tross alt
all things come to those who wait {proverb} (good things come to those who wait) SEE: good things come to those who wait	 ::
all together {adv} (altogether) SEE: altogether	 ::
allure {n} (The power to attract, entice; the quality causing attraction)	 :: drag {n}
allusion {n} (indirect reference, hint)	 :: allusjon {m}, hentydning {c}
Alma {prop} (female given name)	 :: Alma
almighty {adj} (unlimited in might)	 :: [Bokmål] allmektig; [Nynorsk] allmektig
Almiros {prop} (Almyros) SEE: Almyros	 ::
almond {adj} (resembling the colour of an almond nut)	 :: mandelfarget
almond {n} (colour)	 :: mandelfarga, mandelfarva, mandelfarget, mandelfarvet
almond {n} (nut)	 :: [Bokmål] mandel {m}; [Nynorsk] mandel {m}
almond {n} (tree)	 :: mandeltre {n}
almost {adv} (very close to)	 :: nesten
almost doesn't count {proverb} (near success (or correctness) is not deemed success (or correctness))	 :: nesten holder ikke
alms {n} (something given to the poor as charity)	 :: [Bokmål] almisse {m} {f}; [Nynorsk] almisse {f}
aloha {interj} (goodbye) SEE: goodbye	 ::
aloha {interj} (hello) SEE: hello	 ::
alone {adv}	 :: alene
alone {adv} (by oneself)	 :: alene
alone {adv} (only)	 :: bare, kun, alene
alone {adv} (without outside help)	 :: alene
alopecia {n} (baldness) SEE: baldness	 ::
a lot {adv} (often)	 :: ofte
a lot {adv} (very much)	 :: mange
alpaca {n} (camelid animal of the Andes)	 :: [Bokmål] alpakka {m}; [Nynorsk] alpakka {m}
alpenglow {n} (a reddish glow seen near sunset or sunrise on the summits of mountains)	 :: [Bokmål] alpeglød {m}; [Nynorsk] alpeglød {m}
alpha {n} (name of the letter Ɑ, ɑ) SEE: Latin alpha	 ::
alphabet {n} (an ordered set of letters used in a language)	 :: [Bokmål] alfabet {n}; [Nynorsk] alfabet {n}
alphabetical {adj} (in the sequence of the letters of the alphabet)	 :: [Bokmål] alfabetisk; [Nynorsk] alfabetisk
alphabetically {adv} (arranged in the sequence of the alphabet)	 :: [Bokmål] alfabetisk; [Nynorsk] alfabetisk
alphabetisation {n} (act of arranging in alphabetical order)	 :: alfabetisering
alphanumeric {adj} (consisting of letters and numbers)	 :: [Bokmål] alfanumerisk; [Nynorsk] alfanumerisk
alphanumerical {adj} (alphanumeric) SEE: alphanumeric	 ::
alpine {adj} (of or relating to slalom or downhill skiing)	 :: alpint {m}
alpine chough {n} (alpine chough)	 :: alpekaie
alpinist {n} (mountain climber) SEE: mountaineer	 ::
Alps {prop} (a mountain range in Western Europe)	 :: [Bokmål] Alpene; [Nynorsk] Alpane
al-Qaeda {prop} (The global network of militant Islamic extremists.)	 :: al-Qaida
al-Quds {prop} (Jerusalem) SEE: Jerusalem	 ::
already {adv} (prior to some time)	 :: allerede
alsatian {n} (dog) SEE: German shepherd	 ::
Alsatian {n} (dog) SEE: German shepherd	 ::
also {adv} (in addition; besides; as well; further; too)	 :: [Bokmål] også, òg, dessuten; [Nynorsk] òg, dessutan, også
also known as {adv} (used to introduce an alternative name) SEE: AKA	 ::
Altai {prop} (Altay) SEE: Altay	 ::
altar {n} (flat-topped structure used for religious rites)	 :: [Bokmål] alter {n}; [Nynorsk] altar {n}, alter {n}
alteration {n} (the act of altering or making different)	 :: [Bokmål] endring {m} {f}, forandring {m} {f}
alteration {n} (the state of being altered)	 :: [Bokmål] forandring {m} {f}, omslag {n}
alter ego {n} (alternate personality or persona)	 :: alter ego {n}
alternate {adj} (other; alternative)	 :: [Bokmål] alternativ
alternating current {n} (electric current)	 :: [Bokmål] vekselstrøm {m}; [Nynorsk] vekselstraum {m}
alternation {n} (ablaut) SEE: ablaut	 ::
alternation {n} (inclusive or) SEE: inclusive or	 ::
alternative {adj} (other)	 :: alternativ
alternative {adj} (Relating to a choice)	 :: alternativ
alternative {n} (a situation which allows a choice between two or more possibilities)	 :: alternativ {n}, alternativ {n-p}
alternative {n} (one of several things which can be chosen)	 :: alternativ {n}, alternativ {n-p}
although {conj} (in spite of the fact that)	 :: [Bokmål] selv om
altogether {adv} (on the whole; everything considered)	 :: [Bokmål] alt i alt, i det store og det hele; [Nynorsk] alt i alt, i det store og det heile
altogether {adv} (without exception; wholly; completely)	 :: [Bokmål] uten unntak; [Nynorsk] utan unntak
altophobia {n} (acrophobia) SEE: acrophobia	 ::
altruism {n} (policy that benefits others' interests)	 :: altruisme {m}
altruist {n} (person imbued with altruism)	 :: altruist {m}
altruistic {adj} (regardful of others; beneficent; unselfish)	 :: altruistisk
alula {n} (bastard wing) SEE: bastard wing	 ::
aluminium {n} (silvery metal)	 :: aluminium; [Nynorsk] aluminium
aluminium foil {n} (thin sheets of aluminium)	 :: aluminiumsfolie {m}, sølvpapir {n}
aluminum {n} (aluminium) SEE: aluminium	 ::
always {adv} (at all times)	 :: alltid, bestandig
always {adv} (constantly during a certain period, or regularly at stated intervals)	 :: hele tiden, konstant, alltid
ama {n} (amah) SEE: amah	 ::
Amanda {prop} (female given name)	 :: Amanda
amanita {n} (mushroom of the genus Amanita)	 :: fluesopp {c}
amanuensis {n}	 :: amanuensis
amateur {n} (person attached to a pursuit without pursuing it professionally)	 :: [Bokmål] amatør {m}; [Nynorsk] amatør {m}
amateur radio {n} (hobby)	 :: [Bokmål] amatørradio {m}; [Nynorsk] amatørradio {m}
amazing {adj} (causing wonder and amazement)	 :: forbløffende
amœba {n} (amoeba) SEE: amoeba	 ::
ambages {n} (indirect or roundabout ways of talking) SEE: circumlocution	 ::
ambassador {n} (minister)	 :: [Bokmål] ambassadør {m}; [Nynorsk] ambassadør {m}
ambassador {n} (representative)	 :: [Bokmål] ambassadør {m}
amber {adj} (of a brownish yellow colour)	 :: ravgul
amber {n} (ambergris) SEE: ambergris	 ::
amber {n} (colour)	 :: ravgult {n}
amber {n} (fossil resin)	 :: rav {n}
amber {n} (traffic light colour)	 :: gult {n}
ambergris {n} (waxy substance produced by sperm whales)	 :: ambra
ambiance {n} (particular mood or atmosphere of an environment)	 :: stemning {c}
ambigram {n} (design that may be read in two different ways)	 :: ambigram
ambiguous {adj} (open to multiple interpretations)	 :: flertydig, tvetydig
ambiguous {adj} (vague and unclear)	 :: vag, uklar
ambrosia {n} (food of gods or delicious foods)	 :: ambrosia
ambulance {n} (emergency vehicle)	 :: [Bokmål] ambulanse {m}, sykebil {m}, sjukebil {m}; [Nynorsk] ambulanse {m}, sjukebil {m}
Amelia {prop} (female given name)	 :: Amalie
amen {adv} (so be it)	 :: amen
amenity {n} (convenience) SEE: convenience	 ::
amerce {v} (to impose a fine on) SEE: fine	 ::
amerce {v} (to make an exaction) SEE: punish	 ::
America {prop} (United States of America) SEE: United States of America	 ::
American {adj} (of or pertaining to the Americas)	 :: [Bokmål] amerikansk; [Nynorsk] amerikansk
American {adj} (of or pertaining to the U.S. or its culture)	 :: [Bokmål] amerikansk; [Nynorsk] amerikansk
American {n} (inhabitant of the Americas)	 :: [Bokmål] amerikaner {m}; [Nynorsk] amerikanar {m}
American {n} (person born in or citizen of the USA)	 :: amerikaner {m}, amerikanere {m-p}; [Bokmål] amerikaner {m}, USA-amerikaner {m}; [Nynorsk] amerikanar {m}
American {prop} (American English)	 :: [Bokmål] amerikansk engelsk {m}; [Nynorsk] amerikansk engelsk {m}
American bison {n} (mammal)	 :: amerikansk bison
American black vulture {n} (black vulture) SEE: black vulture	 ::
American eagle {n} (bald eagle) SEE: bald eagle	 ::
American English {prop} (English of the United States)	 :: amerikansk-engelsk
American football {prop} (American football)	 :: amerikansk fotball
Americanization {n} (Americanisation) SEE: Americanisation	 ::
American pokeweed {n} (pokeweed) SEE: pokeweed	 ::
American Samoa {prop} (US overseas territory in Oceania)	 :: Amerikansk Samoa
American white birch {n} (Betula papyrifera) SEE: paper birch	 ::
americium {n} (chemical element with atomic number 95)	 :: americium
Amharic {prop} (language)	 :: amharisk
amigo {n} (friend) SEE: friend	 ::
amino acid {n} (any of the twenty α-amino acids)	 :: [Bokmål] aminosyre {m} {f}; [Nynorsk] aminosyre {f}
amino acid {n} (any organic compound containing amino and carboxylic acid)	 :: [Bokmål] aminosyre {m} {f}; [Nynorsk] aminosyre {f}
aminomycin {n} (perimycin) SEE: perimycin	 ::
A-minor {n} (minor key with A as its tonic)	 :: A-moll
amiss {adj} (wrong) SEE: wrong	 ::
ammunition {n} (articles used in charging firearms)	 :: ammunisjon {m}
amnesia {n} (loss of memory)	 :: hukommelsestap {n}
amoeba {n} (a genus of unicellular protozoa)	 :: amøbe
among {prep} (mingling or intermixing)	 :: blant, mellom
amortize {v} (decrease (debt) in installments)	 :: amortisere
